timesteps,episode_reward,episode_length
96.0,-10.215687,96.0
192.0,-11.442213,96.0
288.0,-12.444436,96.0
384.0,-12.276656,96.0
480.0,-9.665703,96.0
576.0,-12.11774,96.0
672.0,-9.24408,96.0
768.0,-9.870151,96.0
864.0,-10.437149,96.0
960.0,-10.613712,96.0
1056.0,-11.944487,96.0
1152.0,-12.01993,96.0
1248.0,-12.120003,96.0
1344.0,-12.769031,96.0
1440.0,-10.698446,96.0
1536.0,-12.95616,96.0
1632.0,-11.240765,96.0
1728.0,-11.011051,96.0
1824.0,-11.496589,96.0
1920.0,-10.748176,96.0
2016.0,-11.337501,96.0
2112.0,-8.181005,96.0
2208.0,-10.376983,96.0
2304.0,-8.296175,96.0
2400.0,-10.318739,96.0
2496.0,-11.820909,96.0
2592.0,-11.497743,96.0
2688.0,-11.128643,96.0
2784.0,-11.613908,96.0
2880.0,-11.1601,96.0
2976.0,-11.94236,96.0
3072.0,-10.421221,96.0
3168.0,-9.020492,96.0
3264.0,-9.719093,96.0
3360.0,-11.539165,96.0
3456.0,-10.615655,96.0
3552.0,-10.885674,96.0
3648.0,-11.183789,96.0
3744.0,-10.46301,96.0
3840.0,-10.509313,96.0
3936.0,-9.991122,96.0
4032.0,-9.441985,96.0
4128.0,-11.602807,96.0
4224.0,-11.878715,96.0
4320.0,-12.314827,96.0
4416.0,-10.691308,96.0
4512.0,-12.219858,96.0
4608.0,-12.144339,96.0
4704.0,-11.395699,96.0
4800.0,-11.449367,96.0
4896.0,-11.861404,96.0
4992.0,-10.963896,96.0
5088.0,-11.689137,96.0
5184.0,-12.022504,96.0
5280.0,-9.603671,96.0
5376.0,-10.357541,96.0
5472.0,-12.482574,96.0
5568.0,-11.394392,96.0
5664.0,-10.356945,96.0
5760.0,-10.445744,96.0
5856.0,-9.521132,96.0
5952.0,-12.203537,96.0
6048.0,-11.702514,96.0
6144.0,-10.643915,96.0
6240.0,-12.234528,96.0
6336.0,-13.019818,96.0
6432.0,-12.308186,96.0
6528.0,-10.53085,96.0
6624.0,-10.067119,96.0
6720.0,-11.774839,96.0
6816.0,-10.382641,96.0
6912.0,-12.467159,96.0
7008.0,-9.605348,96.0
7104.0,-11.849843,96.0
7200.0,-12.575115,96.0
7296.0,-12.732778,96.0
