timesteps,episode_reward,episode_length
96.0,-15.10901,96.0
192.0,-15.052379,96.0
288.0,-13.253061,96.0
384.0,-14.420061,96.0
480.0,-14.527344,96.0
576.0,-14.111233,96.0
672.0,-15.48922,96.0
768.0,-12.834772,96.0
864.0,-14.966877,96.0
960.0,-13.978726,96.0
1056.0,-13.158883,96.0
1152.0,-11.966722,96.0
1248.0,-12.779108,96.0
1344.0,-11.107461,96.0
1440.0,-12.553714,96.0
1536.0,-14.932924,96.0
1632.0,-9.509616,96.0
1728.0,-16.019885,96.0
1824.0,-12.201788,96.0
1920.0,-14.562059,96.0
2016.0,-12.352721,96.0
2112.0,-12.379698,96.0
2208.0,-14.034344,96.0
2304.0,-14.960213,96.0
2400.0,-15.489733,96.0
2496.0,-12.759049,96.0
2592.0,-11.489787,96.0
2688.0,-13.770277,96.0
2784.0,-12.823862,96.0
2880.0,-13.611233,96.0
2976.0,-13.433308,96.0
3072.0,-12.341159,96.0
3168.0,-15.615718,96.0
3264.0,-13.75246,96.0
3360.0,-16.213161,96.0
3456.0,-15.443987,96.0
3552.0,-15.026824,96.0
3648.0,-11.477805,96.0
3744.0,-14.943653,96.0
3840.0,-14.087102,96.0
3936.0,-14.735864,96.0
4032.0,-15.93262,96.0
4128.0,-14.981956,96.0
4224.0,-13.457497,96.0
4320.0,-13.626565,96.0
4416.0,-13.212566,96.0
4512.0,-14.306611,96.0
4608.0,-11.043273,96.0
4704.0,-15.440398,96.0
4800.0,-14.345058,96.0
4896.0,-13.704533,96.0
4992.0,-15.279394,96.0
5088.0,-13.015262,96.0
5184.0,-15.242183,96.0
5280.0,-14.276706,96.0
5376.0,-12.555922,96.0
5472.0,-16.195975,96.0
5568.0,-13.041513,96.0
5664.0,-13.278844,96.0
5760.0,-16.433366,96.0
5856.0,-13.092648,96.0
5952.0,-14.391525,96.0
6048.0,-15.136276,96.0
6144.0,-14.832523,96.0
6240.0,-15.572064,96.0
6336.0,-13.723388,96.0
6432.0,-14.743077,96.0
6528.0,-12.605775,96.0
6624.0,-12.735753,96.0
6720.0,-13.613603,96.0
6816.0,-12.752689,96.0
6912.0,-11.336608,96.0
7008.0,-13.543694,96.0
7104.0,-15.160794,96.0
7200.0,-12.393346,96.0
7296.0,-13.889976,96.0
7392.0,-14.870859,96.0
7488.0,-14.412491,96.0
7584.0,-12.881755,96.0
7680.0,-15.307221,96.0
7776.0,-14.181915,96.0
7872.0,-15.184727,96.0
7968.0,-10.134575,96.0
8064.0,-14.606834,96.0
8160.0,-15.067352,96.0
8256.0,-10.236568,96.0
8352.0,-13.936846,96.0
8448.0,-14.547351,96.0
8544.0,-12.274685,96.0
8640.0,-13.906822,96.0
8736.0,-15.319192,96.0
8832.0,-13.650042,96.0
8928.0,-13.770117,96.0
9024.0,-16.045461,96.0
9120.0,-12.255535,96.0
9216.0,-13.059097,96.0
9312.0,-12.305719,96.0
9408.0,-13.442511,96.0
9504.0,-9.664396,96.0
9600.0,-14.518405,96.0
9696.0,-14.509886,96.0
9792.0,-15.286405,96.0
9888.0,-10.310519,96.0
9984.0,-15.010706,96.0
10080.0,-14.655741,96.0
10176.0,-15.167599,96.0
10272.0,-10.814838,96.0
10368.0,-14.385815,96.0
10464.0,-15.49717,96.0
10560.0,-12.342978,96.0
10656.0,-12.782903,96.0
10752.0,-14.452088,96.0
10848.0,-15.205546,96.0
10944.0,-13.420948,96.0
11040.0,-12.83156,96.0
11136.0,-15.159566,96.0
11232.0,-14.709173,96.0
11328.0,-14.917971,96.0
11424.0,-12.085363,96.0
11520.0,-14.380345,96.0
11616.0,-12.2057,96.0
11712.0,-14.778703,96.0
11808.0,-13.680468,96.0
11904.0,-11.960176,96.0
12000.0,-13.715154,96.0
12096.0,-9.125313,96.0
12192.0,-12.037546,96.0
12288.0,-14.777288,96.0
12384.0,-15.599699,96.0
12480.0,-15.526356,96.0
12576.0,-12.057531,96.0
12672.0,-13.39186,96.0
12768.0,-13.531053,96.0
12864.0,-14.207522,96.0
12960.0,-14.550426,96.0
13056.0,-14.159427,96.0
13152.0,-15.122186,96.0
13248.0,-15.379413,96.0
13344.0,-13.737818,96.0
13440.0,-15.468804,96.0
13536.0,-10.619225,96.0
13632.0,-14.611215,96.0
13728.0,-12.954788,96.0
13824.0,-15.277297,96.0
13920.0,-14.972553,96.0
14016.0,-12.687945,96.0
14112.0,-12.272723,96.0
14208.0,-11.152983,96.0
14304.0,-10.115981,96.0
14400.0,-13.774468,96.0
14496.0,-15.181063,96.0
14592.0,-12.283048,96.0
14688.0,-13.095477,96.0
14784.0,-10.627221,96.0
14880.0,-13.665317,96.0
14976.0,-12.821737,96.0
15072.0,-14.691411,96.0
15168.0,-11.803806,96.0
15264.0,-15.041392,96.0
15360.0,-13.428919,96.0
15456.0,-14.509854,96.0
15552.0,-12.355517,96.0
15648.0,-14.699924,96.0
15744.0,-14.645648,96.0
15840.0,-13.831111,96.0
15936.0,-11.87223,96.0
16032.0,-11.369145,96.0
16128.0,-14.485049,96.0
16224.0,-13.643846,96.0
16320.0,-15.187919,96.0
16416.0,-11.813916,96.0
16512.0,-13.599098,96.0
16608.0,-13.124257,96.0
16704.0,-10.930373,96.0
16800.0,-14.726219,96.0
16896.0,-12.436979,96.0
16992.0,-12.60059,96.0
17088.0,-13.316942,96.0
17184.0,-13.47084,96.0
17280.0,-15.329365,96.0
17376.0,-13.777198,96.0
17472.0,-12.071569,96.0
17568.0,-14.65517,96.0
17664.0,-13.806592,96.0
17760.0,-14.680259,96.0
17856.0,-14.215785,96.0
17952.0,-13.607253,96.0
18048.0,-13.762292,96.0
18144.0,-10.682445,96.0
